,title,abstract,affiliations,authors,journal,date,keywords,url
75,Genomic and serological detection of bat coronavirus from bats in the Philippines,"Bat coronavirus (BtCoV) is assumed to be a progenitor of severe acute respiratory syndrome (SARS)-related coronaviruses. To explore the distribution of BtCoVs in the Philippines, we collected 179 bats and detected viral RNA from intestinal or fecal samples by RT-PCR. The overall prevalence of BtCoVs among bats was 29.6 %. Phylogenetic analysis of the partial RNA-dependent RNA polymerase gene suggested that one of the detected BtCoVs was a novel alphacoronavirus, while the others belonged to the genus Betacoronavirus. Western blotting revealed that 66.5 % of bat sera had antibodies to BtCoV. These surveys suggested the endemic presence of BtCoVs in the Philippines.","['1 Department of Veterinary Microbiology, Graduate School of Agricultural and Life Sciences, The University of Tokyo, 1-1-1 Yayoi, Bunkyo-ku, Tokyo 113-8657, Japan.']","Shumpei Tsuda, Shumpei Watanabe, Joseph S Masangkay, Tetsuya Mizutani, Phillip Alviola, Naoya Ueda, Koichiro Iha, Satoshi Taniguchi, Hikaru Fujii, Kentaro Kato, Taisuke Horimoto, Shigeru Kyuwa, Yasuhiro Yoshikawa, Hiroomi Akashi, ",Archives of virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/22833101
76,"Lyssavirus in Japanese Pipistrelle, Taiwan","A putative new lyssavirus was found in 2 Japanese pipistrelles (Pipistrellus abramus) in Taiwan in 2016 and 2017. The concatenated coding regions of the virus showed 62.9%-75.1% nucleotide identities to the other 16 species of lyssavirus, suggesting that it may be representative of a new species of this virus.",NO_AFFILIATIONS,"Shu-Chia Hu, Chao-Lung Hsu, Ming-Shiuh Lee, Yang-Chang Tu, Jen-Chieh Chang, Chieh-Hao Wu, Shu-Hwae Lee, Lu-Jen Ting, Kwok-Rong Tsai, Ming-Chu Cheng, Wen-Jane Tu, Wei-Cheng Hsu, ",Emerging infectious diseases,NO_DATE,Japanese pipistrelle; Pipistrellus abramus; Taiwan; bat; lyssavirus; viruses.,https://pubmed.ncbi.nlm.nih.gov/29553328
77,Discovery of Bat Coronaviruses through Surveillance and Probe Capture-Based Next-Generation Sequencing,"Coronaviruses (CoVs) of bat origin have caused two pandemics in this century. Severe acute respiratory syndrome (SARS)-CoV and Middle East respiratory syndrome (MERS)-CoV both originated from bats, and it is highly likely that bat coronaviruses will cause future outbreaks. Active surveillance is both urgent and essential to predict and mitigate the emergence of these viruses in humans. Next-generation sequencing (NGS) is currently the preferred methodology for virus discovery to ensure unbiased sequencing of bat CoVs, considering their high genetic diversity. However, unbiased NGS is an expensive methodology and is prone to missing low-abundance CoV sequences due to the high background level of nonviral sequences present in surveillance field samples. Here, we employ a capture-based NGS approach using baits targeting most of the CoV species. Using this technology, we effectively reduced sequencing costs by increasing the sensitivity of detection. We discovered nine full genomes of bat CoVs in this study and revealed great genetic diversity for eight of them.IMPORTANCE Active surveillance is both urgent and essential to predict and mitigate the emergence of bat-origin CoV in humans and livestock. However, great genetic diversity increases the chance of homologous recombination among CoVs. Performing targeted PCR, a common practice for many surveillance studies, would not reflect this diversity. NGS, on the other hand, is an expensive methodology and is prone to missing low-abundance CoV sequences. Here, we employ a capture-based NGS approach using baits targeting all CoVs. Our work demonstrates that targeted, cost-effective, large-scale, genome-level surveillance of bat CoVs is now highly feasible.","['1 CAS Key Laboratory of Special Pathogens, Wuhan Institute of Virology, Center for Biosafety Mega-Science, Chinese Academy of Sciences, Wuhan, China.', '2 University of Chinese Academy of Sciences, Beijing, China.', '3 Programme in Emerging Infectious Diseases, Duke-NUS Medical School, Singapore, Singapore.', '4 Programme in Emerging Infectious Diseases, Duke-NUS Medical School, Singapore, Singapore linfa.wang@duke-nus.edu.sg peng.zhou@wh.iov.cn.', '5 CAS Key Laboratory of Special Pathogens, Wuhan Institute of Virology, Center for Biosafety Mega-Science, Chinese Academy of Sciences, Wuhan, China linfa.wang@duke-nus.edu.sg peng.zhou@wh.iov.cn.']","Bei Li, Hao-Rui Si, Yan Zhu, Xing-Lou Yang, Danielle E Anderson, Zheng-Li Shi, Lin-Fa Wang, Peng Zhou, ",mSphere,2020,bat; coronavirus; enrichment; genome; next-generation sequencing.,https://pubmed.ncbi.nlm.nih.gov/31996413
78,Novel bat adenoviruses with an extremely large E3 gene,"Bats carry diverse RNA viruses, some of which are responsible for human diseases. Compared to bat-borne RNA viruses, relatively little information is known regarding bat-borne DNA viruses. In this study, we isolated and characterized three novel bat adenoviruses (BtAdV WIV9-11) from Rhinolophus sinicus. Their genomes, which are highly similar to each other but distinct from those of previously sequenced adenoviruses (AdVs), are 37 545, 37 566 and 38 073 bp in size, respectively. An unusually large E3 gene was identified in their genomes. Phylogenetic and taxonomic analyses suggested that these isolates represent a distinct species of the genus Mastadenovirus. Cell susceptibility assays revealed a broad cell tropism for these isolates, indicating that they have a potentially wide host range. Our results expand the understanding of genetic diversity of bat AdVs.","['1 Key Laboratory of Special Pathogens and Center for Emerging Infectious Diseases, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, China.', '2 Yunnan Provincial Key Laboratory for Zoonosis Control and Prevention, Yunnan Institute of Endemic Diseases Control and Prevention, Dali, China.', '3 Guangdong Entomological Institute, Guangzhou, China.']","Bing Tan, Xing-Lou Yang, Xing-Yi Ge, Cheng Peng, Yun-Zhi Zhang, Li-Biao Zhang, Zheng-Li Shi, ",The Journal of general virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/27032099
79,Coronaviruses in bent-winged bats (Miniopterus spp.),"A novel group 1 coronavirus was previously identified in bent-winged bats (Miniopterus spp.). Here, results are described from our ongoing surveillance of these bats for coronaviruses. These findings show that group 1 coronaviruses are endemic in these bat populations in Hong Kong. Genetic analysis of these viruses indicates that there are at least four different, but closely related, group 1 coronaviruses (bat-CoV 1A, 1B, HKU7 and HKU8) circulating in bent-winged bats. Phylogenetic analysis revealed that these group 1 bat coronaviruses have descended from a common ancestor and that these viruses have been established in these bats for a long period of time. These data provide a better understanding of the emergence and evolution of coronaviruses. Bat-CoV 1A and 1B were detected in apparently healthy Miniopterus magnater and Miniopterus pusillus, respectively, on repeated sampling occasions at a single habitat, suggesting that these viruses have established a persistent infection in these populations.","['1 Department of Microbiology, University of Hong Kong, Queen Mary Hospital, Pokfulam, Hong Kong SAR.']","D K W Chu, L L M Poon, K H Chan, H Chen, Y Guan, K Y Yuen, J S M Peiris, ",The Journal of general virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/16894183
80,"High prevalence and diversity of viruses of the subfamily Gammaherpesvirinae, family Herpesviridae, in fecal specimens from bats of different species in southern China","Several studies have reported the detection of herpesviruses (HVs) in bats. However, the prevalence and phylogenetic characteristics of HVs in bats are still poorly understood. To elucidate the epidemiological characteristics of bat HVs in southern China, 520 fecal samples from eight bat species were collected in four geographic regions of southern China. Of these samples, 73 (14.0 %) tested positive for HVs using nested polymerase chain reaction assay. Phylogenetic analysis revealed a high degree of molecular diversity of HVs in bats of different species from different geographic regions. Our study provides evidence for co-evolution of bats and HVs.","['1 Department of Epidemiology, School of Public Health and Tropical Medicine, Guangdong Provincial Key Laboratory of Tropical Disease Research, Southern Medical University, 1838 Guangzhou Avenue North, Guangzhou, Guangdong, China.', '2 College of Life Science, Hainan Normal University, Haikou, 571158, China.', '3 College of Life Science, Guangzhou University, Guangzhou, 510006, China.', '4 Department of Epidemiology, School of Public Health and Tropical Medicine, Guangdong Provincial Key Laboratory of Tropical Disease Research, Southern Medical University, 1838 Guangzhou Avenue North, Guangzhou, Guangdong, China. qch.2009@163.com.']","Xue-yan Zheng, Min Qiu, Shao-wei Chen, Jian-peng Xiao, Li-zhen Ma, Shan Liu, Jun-hua Zhou, Qiong-hua Zhang, Xing Li, Zhong Chen, Yi Wu, Hui-fang Chen, Li-na Jiang, Yi-quan Xiong, Shu-juan Ma, Xue-shan Zhong, Shu-ting Huo, Jing Ge, Shu-wen Cen, Qing Chen, ",Archives of virology,NO_DATE,Bat; Diversity; Herpesviruses; Phylogeny; Southern China.,https://pubmed.ncbi.nlm.nih.gov/26446885
81,Novel bat adenoviruses with low G+C content shed new light on the evolution of adenoviruses,"Bats have been reported to carry diverse adenoviruses. However, most bat adenoviruses have been identified on the basis of partial genome sequences, and knowledge on the evolution of bat adenoviruses remains limited. In this study, we isolated and characterized four novel adenoviruses from two distinct bat species, and their full-length genomes were sequenced. Sequence analysis revealed that these isolates represented three distinct species of the genus Mastadenovirus. However, all isolates had an exceptionally low G+C content and relatively short genomes compared with other known mastadenoviruses. We further analysed the relationships among the G+C content, 5'-C-phosphate-G-3' (CpG) representation and genome size in the family Adenoviridae. Our results revealed that the CpG representation in adenoviral genomes depends primarily on the level of methylation, and the genome size displayed significant positive correlations with both G+C content and CpG representation. Since ancestral adenoviruses are believed to have contained short genomes, those probably had a low G+C content, similar to the genomes of these bat strains. Our results suggest that bats are important natural reservoirs for adenoviruses and play important roles in the evolution of adenoviruses.","['1 University of Chinese Academy of Sciences, Beijing, PR China.', '2 CAS Key Laboratory of Special Pathogens and Biosafety, Center for Emerging Infectious Diseases of Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, PR China.', '3 Yunnan Provincial Key Laboratory for Zoonosis Control and Prevention, Yunnan Institute of Endemic Diseases Control and Prevention, Dali, PR China.', '4 Guangdong Institute of Applied Biological Resource, Guangzhou, PR China.']","Bing Tan, Xing-Lou Yang, Xing-Yi Ge, Cheng Peng, Hai-Zhou Liu, Yun-Zhi Zhang, Li-Biao Zhang, Zheng-Li Shi, ",The Journal of general virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/28475035
82,"Longitudinal Surveillance of Betacoronaviruses in Fruit Bats in Yunnan Province, China During 2009-2016","Previous studies indicated that fruit bats carry two betacoronaviruses, BatCoV HKU9 and BatCoV GCCDC1. To investigate the epidemiology and genetic diversity of these coronaviruses, we conducted a longitudinal surveillance in fruit bats in Yunnan province, China during 2009-2016. A total of 59 (10.63%) bat samples were positive for the two betacorona-viruses, 46 (8.29%) for HKU9 and 13 (2.34%) for GCCDC1, or closely related viruses. We identified a novel HKU9 strain, tentatively designated as BatCoV HKU9-2202, by sequencing the full-length genome. The BatCoV HKU9-2202 shared 83% nucleotide identity with other BatCoV HKU9 stains based on whole genome sequences. The most divergent region is in the spike protein, which only shares 68% amino acid identity with BatCoV HKU9. Quantitative PCR revealed that the intestine was the primary infection organ of BatCoV HKU9 and GCCDC1, but some HKU9 was also detected in the heart, kidney, and lung tissues of bats. This study highlights the importance of virus surveillance in natural reservoirs and emphasizes the need for preparedness against the potential spill-over of these viruses to local residents living near bat caves.","['1 CAS Key Laboratory of Special Pathogens and Biosafety, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, 430071, China.', '2 University of Chinese Academy of Sciences, Beijing, 100049, China.', '3 EcoHealth Alliance, New York, NY, 10001, USA.', '4 Yunnan Provincial Key Laboratory for Zoonosis Control and Prevention, Yunnan Institute of Endemic Diseases Control and Prevention, Dali, 671000, China.', '5 School of Public Health, Dali University, Dali, 671000, China.', '6 CAS Key Laboratory of Special Pathogens and Biosafety, Wuhan Institute of Virology, Chinese Academy of Sciences, Wuhan, 430071, China. zlshi@wh.iov.cn.']","Yun Luo, Bei Li, Ren-Di Jiang, Bing-Jie Hu, Dong-Sheng Luo, Guang-Jian Zhu, Ben Hu, Hai-Zhou Liu, Yun-Zhi Zhang, Xing-Lou Yang, Zheng-Li Shi, ",Virologica Sinica,NO_DATE,Betacoronavirus; Genetic diversity; Surveillance.,https://pubmed.ncbi.nlm.nih.gov/29500692
83,Detection of a novel herpesvirus from bats in the Philippines,"Bats are natural hosts of many zoonotic viruses. Monitoring bat viruses is important to detect novel bat-borne infectious diseases. In this study, next generation sequencing techniques and conventional PCR were used to analyze intestine, lung, and blood clot samples collected from wild bats captured at three locations in Davao region, in the Philippines in 2012. Different viral genes belonging to the Retroviridae and Herpesviridae families were identified using next generation sequencing. The existence of herpesvirus in the samples was confirmed by PCR using herpesvirus consensus primers. The nucleotide sequences of the resulting PCR amplicons were 166-bp. Further phylogenetic analysis identified that the virus from which this nucleotide sequence was obtained belonged to the Gammaherpesvirinae subfamily. PCR using primers specific to the nucleotide sequence obtained revealed that the infection rate among the captured bats was 30 %. In this study, we present the partial genome of a novel gammaherpesvirus detected from wild bats. Our observations also indicate that this herpesvirus may be widely distributed in bat populations in Davao region.","['1 Research and Education Center for Prevention of Global Infectious Disease of Animal, Tokyo University of Agriculture and Technology, Saiwai, Fuchu, Tokyo, 183-8509, Japan.']","Kaori Sano, Sachiko Okazaki, Satoshi Taniguchi, Joseph S Masangkay, Roberto Puentespina Jr, Eduardo Eres, Edison Cosico, Niña Quibod, Taisuke Kondo, Hiroshi Shimoda, Yuuki Hatta, Shumpei Mitomo, Mami Oba, Yukie Katayama, Yukiko Sassa, Tetsuya Furuya, Makoto Nagai, Yumi Une, Ken Maeda, Shigeru Kyuwa, Yasuhiro Yoshikawa, Hiroomi Akashi, Tsutomu Omatsu, Tetsuya Mizutani, ",Virus genes,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/25956292
84,"Filovirus RNA in Fruit Bats, China",NO_ABSTRACT,NO_AFFILIATIONS,"Biao He, Yun Feng, Hailin Zhang, Lin Xu, Weihong Yang, Yuzhen Zhang, Xingyu Li, Changchun Tu, ",Emerging infectious diseases,NO_DATE,Bat; China; Rousettus leschenaultia; filovirus; fruit bats; genetic diversity; viruses; zoonosis.,https://pubmed.ncbi.nlm.nih.gov/26291173
85,Molecular diversity of coronaviruses in bats,"The existence of coronaviruses in bats is unknown until the recent discovery of bat-SARS-CoV in Chinese horseshoe bats and a novel group 1 coronavirus in other bat species. Among 309 bats of 13 species captured from 20 different locations in rural areas of Hong Kong over a 16-month period, coronaviruses were amplified from anal swabs of 37 (12%) bats by RT-PCR. Phylogenetic analysis of RNA-dependent-RNA-polymerase (pol) and helicase genes revealed six novel coronaviruses from six different bat species, in addition to the two previously described coronaviruses. Among the six novel coronaviruses, four were group 1 coronaviruses (bat-CoV HKU2 from Chinese horseshoe bat, bat-CoV HKU6 from rickett's big-footed bat, bat-CoV HKU7 from greater bent-winged bat and bat-CoV HKU8 from lesser bent-winged bat) and two were group 2 coronaviruses (bat-CoV HKU4 from lesser bamboo bats and bat-CoV HKU5 from Japanese pipistrelles). An astonishing diversity of coronaviruses was observed in bats.","['1 Department of Microbiology, The University of Hong Kong, University Pathology Building, Queen Mary Hospital, Hong Kong.']","Patrick C Y Woo, Susanna K P Lau, Kenneth S M Li, Rosana W S Poon, Beatrice H L Wong, Hoi-wah Tsoi, Bethanie C K Yip, Yi Huang, Kwok-hung Chan, Kwok-yung Yuen, ",Virology,2006,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/16647731
86,"Genetically Diverse Filoviruses in Rousettus and Eonycteris spp. Bats, China, 2009 and 2015","Genetically divergent filoviruses detected in Rousettus and Eonycteris spp. bats in China exhibited 61%-99% nt identity with reported filoviruses, based on partial replicase sequences, and they demonstrated lung tropism. Co-infection with 4 different filoviruses was found in 1 bat. These results demonstrate that fruit bats are key reservoirs of filoviruses.",NO_AFFILIATIONS,"Xing-Lou Yang, Yun-Zhi Zhang, Ren-Di Jiang, Hua Guo, Wei Zhang, Bei Li, Ning Wang, Li Wang, Cecilia Waruhiu, Ji-Hua Zhou, Shi-Yue Li, Peter Daszak, Lin-Fa Wang, Zheng-Li Shi, ",Emerging infectious diseases,NO_DATE,China; Eonycteris spp.; Filoviridae; Rousettus spp.; Yunnan Province; filoviruses; fruit bats; genetic diversity; lung tropism; natural reservoirs; reservoir; viruses; zoonoses.,https://pubmed.ncbi.nlm.nih.gov/28221123
87,Extensive diversity and evolution of hepadnaviruses in bats in China,"To better understand the evolution of hepadnaviruses, we sampled bats from Guizhou, Henan and Zhejiang provinces, China, and rodents from Zhejiang province. Genetically diverse hepadnaviruses were identified in a broad range of bat species, with an overall prevalence of 13.3%. In contrast, no rodent hepadnaviruses were identified. The newly discovered bat hepadnaviruses fell into two distinct phylogenetic groups. The viruses within the first group exhibited high diversity, with some closely related to viruses previously identified in Yunnan province. Strikingly, the newly discovered viruses sampled from Jiyuan city in the second phylogenetic group were most closely related to those found in bats from West Africa, suggestive of a long-term association between bats and hepadnaviruses. A co-phylogenetic analysis revealed frequent cross-species transmission among bats from different species, genera, and families. Overall, these data suggest that there are likely few barriers to the cross-species transmission of bat hepadnaviruses.","['1 State Key Laboratory for Infectious Disease Prevention and Control, Collaborative Innovation Center for Diagnosis and Treatment of Infectious Diseases, Department of Zoonoses, National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Changping, Beijing, China.', '2 Wenzhou Center for Disease Control and Prevention, Wenzhou, Zhejiang Province, China.', '3 Henan Center for Disease Control and Prevention, Zhengzhou, Henan Province, China.', '4 Guizhou Center for Disease Control and Prevention, Guiyang, Guizhou Province, China.', '5 Longquan Center for Disease Control and Prevention, Longquan, Zhejiang Province, China.', '6 Jiyuan Center for Disease Control and Prevention, Jiyuan, Henan Province, China.', '7 Neixiang Center for Disease Control and Prevention, Neixiang, Henan Province, China.', '8 School of Basic Medical Sciences, Zhengzhou University, Zhengzhou, Henan, China.', '9 State Key Laboratory of Molecular Developmental Biology, Institute of Genetics and Developmental Biology, Chinese Academy of Sciences, Beijing, China.', '10 Marie Bashir Institute for Infectious Diseases and Biosecurity, Charles Perkins Centre, School of Life and Environmental Sciences and Sydney Medical School, The University of Sydney, Sydney, NSW 2006, Australia.', '11 State Key Laboratory for Infectious Disease Prevention and Control, Collaborative Innovation Center for Diagnosis and Treatment of Infectious Diseases, Department of Zoonoses, National Institute for Communicable Disease Control and Prevention, Chinese Center for Disease Control and Prevention, Changping, Beijing, China. Electronic address: zhangyongzhen@icdc.cn.']","Fang-Yuan Nie, Xian-Dan Lin, Zong-Yu Hao, Xiao-Nan Chen, Zhao-Xiao Wang, Miao-Ruo Wang, Jun Wu, Hong-Wei Wang, Guoqiang Zhao, Runlin Z Ma, Edward C Holmes, Yong-Zhen Zhang, ",Virology,2018,Bats; Cross-species transmission; Evolution; Hepadnaviruses; Phylogeny; Rodents.,https://pubmed.ncbi.nlm.nih.gov/29153861
88,"Novel SARS-like betacoronaviruses in bats, China, 2011","To clarify the evolutionary relationships among betavoronaviruses that infect bats, we analyzed samples collected during 2010-2011 from 14 insectivorous bat species in China. We identified complete genomes of 2 novel betacoronaviruses in Rhinolophus pusillus and Chaerephon plicata bats, which showed close genetic relationships with severe acute respiratory syndrome coronaviruses.","['1 Ministry of Health Key Laboratory of Systems Biology of Pathogens, Beijing, China.']","Li Yang, Zhiqiang Wu, Xianwen Ren, Fan Yang, Guimei He, Junpeng Zhang, Jie Dong, Lilian Sun, Yafang Zhu, Jiang Du, Shuyi Zhang, Qi Jin, ",Emerging infectious diseases,NO_DATE,China; Chiroptera; Coronavirus; SARS virus; bats; viruses.,https://pubmed.ncbi.nlm.nih.gov/23739658
89,"Bat coronaviruses and experimental infection of bats, the Philippines","Fifty-two bats captured during July 2008 in the Philippines were tested by reverse transcription-PCR to detect bat coronavirus (CoV) RNA. The overall prevalence of virus RNA was 55.8%. We found 2 groups of sequences that belonged to group 1 (genus Alphacoronavirus) and group 2 (genus Betacoronavirus) CoVs. Phylogenetic analysis of the RNA-dependent RNA polymerase gene showed that groups 1 and 2 CoVs were similar to Bat-CoV/China/A515/2005 (95% nt sequence identity) and Bat-CoV/HKU9-1/China/2007 (83% identity), respectively. To propagate group 2 CoVs obtained from a lesser dog-faced fruit bat (Cynopterus brachyotis), we administered intestine samples orally to Leschenault rousette bats (Rousettus leschenaulti) maintained in our laboratory. After virus replication in the bats was confirmed, an additional passage of the virus was made in Leschenault rousette bats, and bat pathogenesis was investigated. Fruit bats infected with virus did not show clinical signs of infection.","['1 University of Tokyo, Tokyo, Japan.']","Shumpei Watanabe, Joseph S Masangkay, Noriyo Nagata, Shigeru Morikawa, Tetsuya Mizutani, Shuetsu Fukushi, Phillip Alviola, Tsutomu Omatsu, Naoya Ueda, Koichiro Iha, Satoshi Taniguchi, Hikaru Fujii, Shumpei Tsuda, Maiko Endoh, Kentaro Kato, Yukinobu Tohya, Shigeru Kyuwa, Yasuhiro Yoshikawa, Hiroomi Akashi, ",Emerging infectious diseases,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/20678314
90,Detection of coronavirus genomes in Moluccan naked-backed fruit bats in Indonesia,"Bats have been shown to serve as natural reservoirs for numerous emerging viruses including severe acute respiratory syndrome coronavirus (SARS-CoV). In the present study, we report the discovery of bat CoV genes in Indonesian Moluccan naked-backed fruit bats (Dobsonia moluccensis). A partial RNA-dependent RNA polymerase gene sequence was detected in feces and tissues samples from the fruit bats, and the region between the RdRp and helicase genes could also be amplified from fecal samples. Phylogenetic analysis suggested that these bat CoVs are related to members of the genus Betacoronavirus.","['1 Division of Molecular Pathobiology, Research Center for Zoonosis Control, Hokkaido University, North 20 West 10, Kita-ku, Sapporo, 001-0020, Japan.']","Paulina Duhita Anindita, Michihito Sasaki, Agus Setiyono, Ekowati Handharyani, Yasuko Orba, Shintaro Kobayashi, Ibnu Rahmadani, Siswatiana Taha, Sri Adiani, Mawar Subangkit, Ichiro Nakamura, Hirofumi Sawa, Takashi Kimura, ",Archives of virology,NO_DATE,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/25643817
91,Molecular phylogeny of hantaviruses harbored by insectivorous bats in Côte d'Ivoire and Vietnam,"The recent discovery of genetically distinct hantaviruses in multiple species of shrews and moles prompted a further exploration of their host diversification by analyzing frozen, ethanol-fixed and RNAlater®-preserved archival tissues and fecal samples from 533 bats (representing seven families, 28 genera and 53 species in the order Chiroptera), captured in Asia, Africa and the Americas in 1981-2012, using RT-PCR. Hantavirus RNA was detected in Pomona roundleaf bats (Hipposideros pomona) (family Hipposideridae), captured in Vietnam in 1997 and 1999, and in banana pipistrelles (Neoromicia nanus) (family Vespertilionidae), captured in Côte d'Ivoire in 2011. Phylogenetic analysis, based on the full-length S- and partial M- and L-segment sequences using maximum likelihood and Bayesian methods, demonstrated that the newfound hantaviruses formed highly divergent lineages, comprising other recently recognized bat-borne hantaviruses in Sierra Leone and China. The detection of bat-associated hantaviruses opens a new era in hantavirology and provides insights into their evolutionary origins.","['1 Pacific Center for Emerging Infectious Diseases Research, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI 96813, USA. sehungu@hawaii.edu.', '2 Department of Natural History, Royal Ontario Museum, Toronto, ON M5S 2C6, Canada. burtonl@rom.on.ca.', ""3 Department of Biology, Université de Cocody, Abidjan 22, Côte d'Ivoire. blaisekadjo1@hotmail.com."", '4 Infectious Disease Surveillance Center, National Institute of Infectious Diseases, Tokyo 162-8640, Japan. arais@nih.go.jp.', '5 Department of Microbiology, College of Medicine, Korea University, Seoul 136-705, Korea. youminlove3@hotmail.com.', ""6 Departement Systematique et Evolution, UMR CNRS 7205, Muséum National d'Histoire Naturelle, Paris 75005, France. vnicolas@mnhn.fr."", ""7 Departement Systematique et Evolution, UMR CNRS 7205, Muséum National d'Histoire Naturelle, Paris 75005, France. lalis@mnhn.fr."", ""8 Departement Systematique et Evolution, UMR CNRS 7205, Muséum National d'Histoire Naturelle, Paris 75005, France. denys@mnhn.fr."", '9 Department of Biology, Museum of Southwestern Biology, University of New Mexico, Albuquerque, NM 87131, USA. cookjose@unm.edu.', '10 Department of Pediatrics, School of Medicine, University of Colorado, Aurora, CO 80045, USA. samuel.dominguez@ucdenver.edu.', '11 Department of Pediatrics, School of Medicine, University of Colorado, Aurora, CO 80045, USA. Kathryn.Holmes@ucdenver.edu.', '12 National Center for Disease Control and Public Health, Tbilisi 0177, Georgia. lelincdc@gmail.com.', '13 National Center for Disease Control and Public Health, Tbilisi 0177, Georgia. keti_sida@yahoo.com.', '14 National Center for Disease Control and Public Health, Tbilisi 0177, Georgia. dato.putkaradze@yahoo.com.', '15 Pacific Center for Emerging Infectious Diseases Research, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI 96813, USA. burtonl@rom.on.ca.', '16 Department of Microbiology, College of Medicine, Korea University, Seoul 136-705, Korea. jwsong@korea.ac.kr.', '17 Pacific Center for Emerging Infectious Diseases Research, John A. Burns School of Medicine, University of Hawaii at Manoa, Honolulu, HI 96813, USA. ryanagih@hawaii.edu.']","Se Hun Gu, Burton K Lim, Blaise Kadjo, Satoru Arai, Jeong-Ah Kim, Violaine Nicolas, Aude Lalis, Christiane Denys, Joseph A Cook, Samuel R Dominguez, Kathryn V Holmes, Lela Urushadze, Ketevan Sidamonidze, Davit Putkaradze, Ivan V Kuzmin, Michael Y Kosoy, Jin-Won Song, Richard Yanagihara, ",Viruses,2014,NO_KEYWORDS,https://pubmed.ncbi.nlm.nih.gov/24784569
